Cell;Band(MHz);Date;Data_Volume
cell0012;1800;13/07/2023;59600
cell0012;1800;14/07/2023;89000
cell0012;1800;15/07/2023;126200
cell0012;1800;16/07/2023;116300
cell0012;1800;17/07/2023;94400
cell0012;1800;18/07/2023;145300
cell0012;1800;19/07/2023;174800
cell0012;1800;20/07/2023;147500
cell0012;1800;21/07/2023;143500
cell0012;1800;22/07/2023;262500
cell0012;1800;23/07/2023;278000
cell0012;1800;24/07/2023;265400
cell0012;1800;25/07/2023;121100
cell0012;1800;26/07/2023;261500
cell0012;1800;27/07/2023;209200
cell0012;1800;28/07/2023;180700
cell0012;1800;29/07/2023;192300
cell0012;1800;30/07/2023;234700
cell0012;1800;31/07/2023;222000
cell0012;1800;01/08/2023;391300
cell0012;1800;02/08/2023;331800
cell0012;1800;03/08/2023;161800
cell0012;1800;04/08/2023;161800
cell0012;1800;05/08/2023;150500
cell0012;1800;06/08/2023;156800
cell0012;1800;07/08/2023;125900
cell0012;1800;08/08/2023;129200
cell0012;1800;09/08/2023;126700
cell0012;1800;10/08/2023;116900
cell0012;1800;11/08/2023;125700
cell0012;1800;12/08/2023;145200
cell0012;1800;13/08/2023;158900
cell0012;1800;14/08/2023;157700
cell0012;1800;15/08/2023;154900
cell0012;1800;16/08/2023;113500
cell0012;1800;17/08/2023;125800
cell0012;1800;18/08/2023;125000
cell0012;1800;19/08/2023;125000
cell0012;1800;20/08/2023;234600
cell0012;1800;21/08/2023;186100
cell0012;1800;22/08/2023;160200
cell0012;1800;23/08/2023;169800
cell0012;1800;24/08/2023;189700
cell0012;1800;25/08/2023;128300
cell0012;1800;26/08/2023;108200
cell0012;1800;27/08/2023;94600
cell0012;1800;28/08/2023;107300
cell0012;1800;29/08/2023;147700
cell0012;1800;30/08/2023;107600
cell0012;1800;31/08/2023;142400
cell0012;1800;01/09/2023;123600
cell0012;1800;02/09/2023;95000
cell0012;1800;03/09/2023;141100
cell0012;1800;04/09/2023;156500
cell0012;1800;05/09/2023;125000
cell0012;1800;06/09/2023;140400
cell0012;1800;07/09/2023;108800
cell0012;1800;08/09/2023;115000
cell0012;1800;09/09/2023;112500
cell0012;1800;10/09/2023;157700
cell0012;1800;11/09/2023;180400
cell0012;1800;12/09/2023;160600
cell0012;1800;13/09/2023;137500
cell0012;1800;14/09/2023;135300
cell0012;1800;15/09/2023;146300
cell0012;1800;16/09/2023;187700
cell0012;1800;17/09/2023;127000
cell0012;1800;18/09/2023;139900
cell0012;1800;19/09/2023;142300
cell0012;1800;20/09/2023;444100
cell0012;1800;21/09/2023;210100
cell0012;1800;22/09/2023;328200
cell0012;1800;23/09/2023;268500
cell0012;1800;24/09/2023;148200
cell0012;1800;25/09/2023;294100
cell0012;1800;26/09/2023;169400
cell0012;1800;27/09/2023;241500
cell0012;1800;28/09/2023;281600
cell0012;1800;29/09/2023;477600
cell0012;1800;30/09/2023;168900
cell0012;1800;01/10/2023;181000
cell0012;1800;02/10/2023;195100
cell0012;1800;03/10/2023;268300
cell0012;1800;04/10/2023;218800
cell0012;1800;05/10/2023;184000
cell0012;1800;06/10/2023;167600
cell0012;1800;07/10/2023;185500
cell0012;1800;08/10/2023;176600
cell0012;1800;09/10/2023;138100
cell0012;1800;10/10/2023;119100
cell0012;1800;11/10/2023;154200
cell0012;1800;12/10/2023;120700
cell0012;1800;13/10/2023;144700
cell0012;1800;14/10/2023;116900
cell0012;1800;15/10/2023;154200
cell0012;1800;16/10/2023;141800
cell0012;1800;17/10/2023;89600
cell0012;1800;18/10/2023;109100
cell0012;1800;19/10/2023;123400
cell0012;1800;20/10/2023;143000
cell0012;1800;21/10/2023;118000
cell0012;1800;22/10/2023;153300
cell0012;1800;23/10/2023;135000
cell0012;1800;24/10/2023;142200
cell0012;1800;25/10/2023;95600
cell0012;1800;26/10/2023;112300
cell0012;1800;27/10/2023;204900
cell0012;1800;28/10/2023;150400
cell0012;1800;29/10/2023;172800
cell0012;1800;30/10/2023;129500
cell0012;1800;31/10/2023;154900
cell0012;1800;01/11/2023;145500
cell0012;1800;02/11/2023;156900
cell0012;1800;03/11/2023;155900
cell0012;1800;04/11/2023;135500
cell0012;1800;05/11/2023;128400
cell0012;1800;06/11/2023;67500
cell0012;1800;07/11/2023;96200
cell0012;1800;08/11/2023;131400
cell0012;1800;09/11/2023;93600
cell0012;1800;10/11/2023;142600
cell0012;1800;11/11/2023;79800
cell0012;1800;12/11/2023;500001
cell0012;1800;13/11/2023;115700
cell0012;1800;14/11/2023;122800
cell0012;1800;15/11/2023;148200
cell0012;1800;16/11/2023;272200
cell0012;1800;17/11/2023;156800
cell0012;1800;18/11/2023;154200
cell0012;1800;19/11/2023;160900
cell0012;1800;20/11/2023;113700
cell0012;1800;21/11/2023;145500
cell0012;1800;22/11/2023;114300
cell0012;1800;23/11/2023;116700
cell0012;1800;24/11/2023;115100
cell0012;1800;25/11/2023;127700
cell0012;1800;26/11/2023;178300
cell0012;1800;27/11/2023;249100
cell0012;1800;28/11/2023;264100
cell0012;1800;29/11/2023;137200
cell0012;1800;30/11/2023;229300
cell0012;1800;01/12/2023;137900
cell0012;1800;02/12/2023;160600
cell0012;1800;03/12/2023;238700
cell0012;1800;04/12/2023;246500
cell0012;1800;05/12/2023;308300
cell0012;1800;06/12/2023;327900
cell0012;1800;07/12/2023;248400
cell0012;1800;08/12/2023;260600
cell0012;1800;09/12/2023;271700
cell0012;1800;10/12/2023;184500
cell0012;1800;11/12/2023;222800
cell0012;1800;12/12/2023;219200
cell0012;1800;13/12/2023;184100
cell0012;1800;14/12/2023;155400
cell0012;1800;15/12/2023;140300
cell0012;1800;16/12/2023;125000
cell0012;1800;17/12/2023;118300
cell0012;1800;18/12/2023;128100
cell0012;1800;19/12/2023;95300
cell0012;1800;20/12/2023;126500
cell0012;1800;21/12/2023;124700
cell0012;1800;22/12/2023;122000
cell0012;1800;23/12/2023;122500
cell0012;1800;24/12/2023;111300
cell0012;1800;25/12/2023;86200
cell0012;1800;26/12/2023;98900
cell0012;1800;27/12/2023;97000
cell0012;1800;28/12/2023;111400
cell0012;1800;29/12/2023;117000
cell0012;1800;30/12/2023;112400
cell0012;1800;31/12/2023;122600
cell0012;1800;01/01/2024;118200
cell0012;1800;02/01/2024;103400
cell0012;1800;03/01/2024;123800
cell0012;1800;04/01/2024;147000
cell0012;1800;05/01/2024;150000
cell0012;1800;06/01/2024;141700
cell0012;1800;07/01/2024;139800
cell0012;1800;08/01/2024;159400
cell0012;1800;09/01/2024;146300
cell0012;1800;10/01/2024;150400
cell0012;1800;11/01/2024;158600
cell0012;1800;12/01/2024;151900
cell0012;1800;13/01/2024;149100
cell0012;1800;14/01/2024;121900
cell0012;1800;15/01/2024;153000
cell0012;1800;16/01/2024;134400
cell0012;1800;17/01/2024;131000
cell0012;1800;18/01/2024;88300
cell0012;1800;19/01/2024;87500
cell0012;1800;20/01/2024;103000
cell0012;1800;21/01/2024;90500
cell0012;1800;22/01/2024;137500
cell0012;1800;23/01/2024;129900
cell0012;1800;24/01/2024;122500
cell0012;1800;25/01/2024;171600
cell0012;1800;26/01/2024;177000
cell0012;1800;27/01/2024;216800
cell0012;1800;28/01/2024;201400
cell0012;1800;29/01/2024;268800
cell0012;1800;30/01/2024;255700
cell0012;1800;31/01/2024;282200
cell0012;1800;01/02/2024;255100
cell0012;1800;02/02/2024;264000
cell0012;1800;03/02/2024;288200
cell0012;1800;04/02/2024;174100
cell0012;1800;05/02/2024;131300
cell0012;1800;06/02/2024;170000
cell0012;1800;07/02/2024;171200
cell0012;1800;08/02/2024;169700
cell0012;1800;09/02/2024;165300
cell0012;1800;10/02/2024;216500
cell0012;1800;11/02/2024;291500
cell0012;1800;12/02/2024;203100
cell0012;1800;13/02/2024;223000
cell0012;1800;14/02/2024;159100
cell0012;1800;15/02/2024;122500
cell0012;1800;16/02/2024;118800
cell0012;1800;17/02/2024;84400
cell0012;1800;18/02/2024;105000
cell0012;1800;19/02/2024;95000
cell0012;1800;20/02/2024;95500
cell0012;1800;21/02/2024;93200
cell0012;1800;22/02/2024;124100
cell0012;1800;23/02/2024;102500
cell0012;1800;24/02/2024;111800
cell0012;1800;25/02/2024;96800
cell0012;1800;26/02/2024;106300
cell0012;1800;27/02/2024;94200
cell0012;1800;28/02/2024;108300
cell0012;1800;29/02/2024;108000
cell0012;1800;01/03/2024;120600
cell0012;1800;02/03/2024;100000
cell0012;1800;03/03/2024;104900
cell0012;1800;04/03/2024;117000
cell0012;1800;05/03/2024;108900
cell0012;1800;06/03/2024;136300
cell0012;1800;07/03/2024;127100
cell0012;1800;08/03/2024;150000
cell0012;1800;09/03/2024;145800
cell0012;1800;10/03/2024;145900
cell0012;1800;11/03/2024;142700
cell0012;1800;12/03/2024;147500
cell0012;1800;13/03/2024;57500
cell0012;1800;14/03/2024;150000
cell0012;1800;15/03/2024;67500
cell0012;1800;16/03/2024;129700
cell0012;1800;17/03/2024;129700
cell0012;1800;18/03/2024;118800
cell0012;1800;19/03/2024;113000
cell0012;1800;20/03/2024;135300
cell0012;1800;21/03/2024;139500
cell0012;1800;22/03/2024;138900
cell0012;1800;23/03/2024;160700
cell0012;1800;24/03/2024;144400
cell0012;1800;25/03/2024;112800
cell0012;1800;26/03/2024;108400
cell0012;1800;27/03/2024;96000
cell0012;1800;28/03/2024;307600
cell0012;1800;29/03/2024;168800
cell0012;1800;30/03/2024;183800
cell0012;1800;31/03/2024;161100
cell0012;1800;01/04/2024;159500
cell0012;1800;02/04/2024;275000
cell0012;1800;03/04/2024;261100
cell0012;1800;04/04/2024;85800
cell0012;1800;05/04/2024;167600
cell0012;1800;06/04/2024;184300
cell0012;1800;07/04/2024;179500
cell0012;1800;08/04/2024;281600
cell0012;1800;09/04/2024;270800
cell0012;1800;10/04/2024;151800
cell0012;1800;11/04/2024;139600
cell0012;1800;12/04/2024;85200
cell0012;1800;13/04/2024;94800
cell0012;1800;14/04/2024;99200
cell0012;1800;15/04/2024;103400
cell0012;1800;16/04/2024;92400
cell0012;1800;17/04/2024;89800
cell0012;1800;18/04/2024;94100
cell0012;1800;19/04/2024;93400
cell0012;1800;20/04/2024;102900
cell0012;1800;21/04/2024;137200
cell0012;1800;22/04/2024;92600
cell0012;1800;23/04/2024;87900
cell0012;1800;24/04/2024;86300
cell0012;1800;25/04/2024;95600
cell0012;1800;26/04/2024;87200
cell0012;1800;27/04/2024;98000
cell0012;1800;28/04/2024;103600
cell0012;1800;29/04/2024;83100
cell0012;1800;30/04/2024;93600
cell0012;1800;01/05/2024;90300
cell0012;1800;02/05/2024;97800
cell0012;1800;03/05/2024;88900
cell0012;1800;04/05/2024;109100
cell0012;1800;05/05/2024;110600
cell0012;1800;06/05/2024;92900
cell0012;1800;07/05/2024;106300
cell0012;1800;08/05/2024;134700
cell0012;1800;09/05/2024;87500
cell0012;1800;10/05/2024;136800
cell0012;1800;11/05/2024;127600
cell0012;1800;12/05/2024;120800
cell0012;1800;13/05/2024;132800
cell0012;1800;14/05/2024;144900
cell0012;1800;15/05/2024;133700
cell0012;1800;16/05/2024;146800
cell0012;1800;17/05/2024;111200
cell0012;1800;18/05/2024;149000
cell0012;1800;19/05/2024;139600
cell0012;1800;20/05/2024;161200
cell0012;1800;21/05/2024;96100
cell0012;1800;22/05/2024;71300
cell0012;1800;23/05/2024;298100
cell0012;1800;24/05/2024;222400
cell0012;1800;25/05/2024;191100
cell0012;1800;26/05/2024;190500
cell0012;1800;27/05/2024;200000
cell0012;1800;28/05/2024;132400
cell0012;1800;29/05/2024;263600
cell0012;1800;30/05/2024;231800
cell0012;1800;31/05/2024;310600
cell0012;1800;01/06/2024;161500
cell0012;1800;02/06/2024;243000
cell0012;1800;03/06/2024;166500
cell0012;1800;04/06/2024;175000
cell0012;1800;05/06/2024;67500
cell0012;1800;06/06/2024;67500
cell0012;1800;07/06/2024;96900
cell0012;1800;08/06/2024;129300
cell0012;1800;09/06/2024;73500
cell0012;1800;10/06/2024;133200
cell0012;1800;11/06/2024;300000
cell0012;1800;12/06/2024;331400
cell0012;1800;13/06/2024;167000
cell0012;1800;14/06/2024;190300
cell0012;1800;15/06/2024;114200
cell0012;1800;16/06/2024;122700
cell0012;1800;17/06/2024;126300
cell0012;1800;18/06/2024;114400
cell0012;1800;19/06/2024;90600
cell0012;1800;20/06/2024;102100
cell0012;1800;21/06/2024;100000
cell0012;1800;22/06/2024;101100
cell0012;1800;23/06/2024;100000
cell0012;1800;24/06/2024;123100
cell0012;1800;25/06/2024;90300
cell0012;1800;26/06/2024;98700
cell0012;1800;27/06/2024;97300
cell0012;1800;28/06/2024;126700
cell0012;1800;29/06/2024;88600
cell0012;1800;30/06/2024;85900
cell0012;1800;01/07/2024;425000
cell0012;1800;02/07/2024;105600
cell0012;1800;03/07/2024;172600
cell0012;1800;04/07/2024;128900
cell0012;1800;05/07/2024;141800
cell0012;1800;06/07/2024;183800
cell0012;1800;07/07/2024;178700
cell0012;1800;08/07/2024;270800
cell0012;1800;09/07/2024;185300
cell0012;1800;10/07/2024;141500
cell0012;1800;11/07/2024;232200
cell0012;1800;12/07/2024;83300
cell0012;1800;13/07/2024;275000
cell0012;1800;14/07/2024;500001
cell0012;1800;15/07/2024;79300
cell0012;1800;16/07/2024;214800
cell0012;1800;17/07/2024;237500
cell0012;1800;18/07/2024;212500
cell0012;1800;19/07/2024;105700
cell0012;1800;20/07/2024;123800
cell0012;1800;21/07/2024;173900
cell0012;1800;22/07/2024;160900
cell0012;1800;23/07/2024;47500
cell0012;1800;24/07/2024;156500
cell0012;1800;25/07/2024;187500
cell0012;1800;26/07/2024;191800
cell0012;1800;27/07/2024;175800
cell0012;1800;28/07/2024;91900
cell0012;1800;29/07/2024;196900
cell0015;1800;01/01/2023;83300
cell0015;1800;02/01/2023;79400
cell0015;1800;03/01/2023;86400
cell0015;1800;04/01/2023;86500
cell0015;1800;05/01/2023;86300
cell0015;1800;06/01/2023;93400
cell0015;1800;07/01/2023;91800
cell0015;1800;08/01/2023;125000
cell0015;1800;09/01/2023;83300
cell0015;1800;10/01/2023;47500
cell0015;1800;11/01/2023;92500
cell0015;1800;12/01/2023;93000
cell0015;1800;13/01/2023;67500
cell0015;1800;14/01/2023;131500
cell0015;1800;15/01/2023;153100
cell0015;1800;16/01/2023;143200
cell0015;1800;17/01/2023;135600
cell0015;1800;18/01/2023;125000
cell0015;1800;19/01/2023;110400
cell0015;1800;20/01/2023;120800
cell0015;1800;21/01/2023;146600
cell0015;1800;22/01/2023;212300
cell0015;1800;23/01/2023;232800
cell0015;1800;24/01/2023;182800
cell0015;1800;25/01/2023;163600
cell0015;1800;26/01/2023;172600
cell0015;1800;27/01/2023;186600
cell0015;1800;28/01/2023;156300
cell0015;1800;29/01/2023;238300
cell0015;1800;30/01/2023;218100
cell0015;1800;31/01/2023;263700
cell0015;1800;01/02/2023;218900
cell0015;1800;02/02/2023;114600
cell0015;1800;03/02/2023;92500
cell0015;1800;04/02/2023;138200
cell0015;1800;05/02/2023;166300
cell0015;1800;06/02/2023;174200
cell0015;1800;07/02/2023;124200
cell0015;1800;08/02/2023;175000
cell0015;1800;09/02/2023;192200
cell0015;1800;10/02/2023;139000
cell0015;1800;11/02/2023;128100
cell0015;1800;12/02/2023;147500
cell0015;1800;13/02/2023;118800
cell0015;1800;14/02/2023;116100
cell0015;1800;15/02/2023;150000
cell0015;1800;16/02/2023;118300
cell0015;1800;17/02/2023;114600
cell0015;1800;18/02/2023;119200
cell0015;1800;19/02/2023;106700
cell0015;1800;20/02/2023;101800
cell0015;1800;21/02/2023;163400
cell0015;1800;22/02/2023;155200
cell0015;1800;23/02/2023;168800
cell0015;1800;24/02/2023;159100
cell0015;1800;25/02/2023;78500
cell0015;1800;26/02/2023;111300
cell0015;1800;27/02/2023;65700
cell0015;1800;28/02/2023;78100
cell0015;1800;01/03/2023;84100
cell0015;1800;02/03/2023;90500
cell0015;1800;03/03/2023;93800
cell0015;1800;04/03/2023;88500
cell0015;1800;05/03/2023;136700
cell0015;1800;06/03/2023;131600
cell0015;1800;07/03/2023;174100
cell0015;1800;08/03/2023;257700
cell0015;1800;09/03/2023;57100
cell0015;1800;10/03/2023;104100
cell0015;1800;11/03/2023;144100
cell0015;1800;12/03/2023;150000
cell0015;1800;13/03/2023;163200
cell0015;1800;14/03/2023;244400
cell0015;1800;15/03/2023;193200
cell0015;1800;16/03/2023;171400
cell0015;1800;17/03/2023;170700
cell0015;1800;18/03/2023;153900
cell0015;1800;19/03/2023;80000
cell0015;1800;20/03/2023;249500
cell0015;1800;21/03/2023;240200
cell0015;1800;22/03/2023;180400
cell0015;1800;23/03/2023;195500
cell0015;1800;24/03/2023;163400
cell0015;1800;25/03/2023;169600
cell0015;1800;26/03/2023;191100
cell0015;1800;27/03/2023;192300
cell0015;1800;28/03/2023;151200
cell0015;1800;29/03/2023;196300
cell0015;1800;30/03/2023;175200
cell0015;1800;31/03/2023;166500
cell0015;1800;01/04/2023;177400
cell0015;1800;02/04/2023;174900
cell0015;1800;03/04/2023;175300
cell0015;1800;04/04/2023;108300
cell0015;1800;05/04/2023;174100
cell0015;1800;06/04/2023;171700
cell0015;1800;07/04/2023;140000
cell0015;1800;08/04/2023;162500
cell0015;1800;09/04/2023;142900
cell0015;1800;10/04/2023;127100
cell0015;1800;11/04/2023;168800
cell0015;1800;12/04/2023;174100
cell0015;1800;13/04/2023;130600
cell0015;1800;14/04/2023;150000
cell0015;1800;15/04/2023;112500
cell0015;1800;16/04/2023;135000
cell0015;1800;17/04/2023;157600
cell0015;1800;18/04/2023;185300
cell0015;1800;19/04/2023;203200
cell0015;1800;20/04/2023;170100
cell0015;1800;21/04/2023;213100
cell0015;1800;22/04/2023;221100
cell0015;1800;23/04/2023;240900
cell0015;1800;24/04/2023;145000
cell0015;1800;25/04/2023;137500
cell0015;1800;26/04/2023;199100
cell0015;1800;27/04/2023;140600
cell0015;1800;28/04/2023;120300
cell0015;1800;29/04/2023;117900
cell0015;1800;30/04/2023;126600
cell0015;1800;01/05/2023;83300
cell0015;1800;02/05/2023;87500
cell0015;1800;03/05/2023;82700
cell0015;1800;04/05/2023;81500
cell0015;1800;05/05/2023;81300
cell0015;1800;06/05/2023;75600
cell0015;1800;07/05/2023;78900
cell0015;1800;08/05/2023;80200
cell0015;1800;09/05/2023;70200
cell0015;1800;10/05/2023;478500
cell0015;1800;11/05/2023;159400
cell0015;1800;12/05/2023;195300
cell0015;1800;13/05/2023;100000
cell0015;1800;14/05/2023;162000
cell0015;1800;15/05/2023;204100
cell0015;1800;16/05/2023;269600
cell0015;1800;17/05/2023;223200
cell0015;1800;18/05/2023;208300
cell0015;1800;19/05/2023;281300
cell0015;1800;20/05/2023;199800
cell0015;1800;21/05/2023;202700
cell0015;1800;22/05/2023;168400
cell0015;1800;23/05/2023;174600
cell0015;1800;24/05/2023;264000
cell0015;1800;25/05/2023;199600
cell0015;1800;26/05/2023;241500
cell0015;1800;27/05/2023;171100
cell0015;1800;28/05/2023;171200
cell0015;1800;29/05/2023;166700
cell0015;1800;30/05/2023;106300
cell0015;1800;31/05/2023;132500
cell0015;1800;01/06/2023;184700
cell0015;1800;02/06/2023;160300
cell0015;1800;03/06/2023;177500
cell0015;1800;04/06/2023;179100
cell0015;1800;05/06/2023;156900
cell0015;1800;06/06/2023;169600
cell0015;1800;07/06/2023;188600
cell0015;1800;08/06/2023;183000
cell0015;1800;09/06/2023;160000
cell0015;1800;10/06/2023;145500
cell0015;1800;11/06/2023;164100
cell0015;1800;12/06/2023;142300
cell0015;1800;13/06/2023;129200
cell0015;1800;14/06/2023;159400
cell0015;1800;15/06/2023;118100
cell0015;1800;16/06/2023;131300
cell0015;1800;17/06/2023;172700
cell0015;1800;18/06/2023;178100
cell0015;1800;19/06/2023;137500
cell0015;1800;20/06/2023;168800
cell0015;1800;21/06/2023;139100
cell0015;1800;22/06/2023;160400
cell0015;1800;23/06/2023;100000
cell0015;1800;24/06/2023;87500
cell0015;1800;25/06/2023;106300
cell0015;1800;26/06/2023;72000
cell0015;1800;27/06/2023;82900
cell0015;1800;28/06/2023;139400
cell0015;1800;29/06/2023;86500
cell0015;1800;30/06/2023;89400
cell0015;1800;01/07/2023;87000
cell0015;1800;02/07/2023;92500
cell0015;1800;03/07/2023;82700
cell0015;1800;04/07/2023;77300
cell0015;1800;05/07/2023;66800
cell0015;1800;06/07/2023;64800
cell0015;1800;07/07/2023;171900
cell0015;1800;08/07/2023;129800
cell0015;1800;09/07/2023;127400
cell0015;1800;10/07/2023;162300
cell0015;1800;11/07/2023;237200
cell0015;1800;12/07/2023;217100
cell0015;1800;13/07/2023;111500
cell0015;1800;14/07/2023;174200
cell0015;1800;15/07/2023;294600
cell0015;1800;16/07/2023;158500
cell0015;1800;17/07/2023;158900
cell0015;1800;18/07/2023;450400
cell0015;1800;19/07/2023;168300
cell0015;1800;20/07/2023;168300
cell0015;1800;21/07/2023;169300
cell0015;1800;22/07/2023;183200
cell0015;1800;23/07/2023;166700
cell0015;1800;24/07/2023;146300
cell0015;1800;25/07/2023;205100
cell0015;1800;26/07/2023;92200
cell0015;1800;27/07/2023;302200
cell0015;1800;28/07/2023;179800
cell0015;1800;29/07/2023;175000
cell0015;1800;30/07/2023;214800
cell0015;1800;31/07/2023;204200
cell0015;1800;01/08/2023;171400
cell0015;1800;02/08/2023;263600
cell0015;1800;03/08/2023;137500
cell0015;1800;04/08/2023;250000
cell0015;1800;05/08/2023;87500
cell0015;1800;06/08/2023;137500
cell0015;1800;07/08/2023;86300
cell0015;1800;08/08/2023;162500
cell0015;1800;09/08/2023;73800
cell0015;1800;10/08/2023;135200
cell0015;1800;11/08/2023;135800
cell0015;1800;12/08/2023;94300
cell0015;1800;13/08/2023;149900
cell0015;1800;14/08/2023;215300
cell0015;1800;15/08/2023;187300
cell0015;1800;16/08/2023;147500
cell0015;1800;17/08/2023;404500
cell0015;1800;18/08/2023;214600
cell0015;1800;19/08/2023;189100
cell0015;1800;20/08/2023;188000
cell0015;1800;21/08/2023;176300
cell0015;1800;22/08/2023;159000
cell0015;1800;23/08/2023;159700
cell0015;1800;24/08/2023;187500
cell0015;1800;25/08/2023;177800
cell0015;1800;26/08/2023;154300
cell0015;1800;27/08/2023;178600
cell0015;1800;28/08/2023;137500
cell0015;1800;29/08/2023;200000
cell0015;1800;30/08/2023;245500
cell0015;1800;31/08/2023;199100
cell0015;1800;01/09/2023;225000
cell0015;1800;02/09/2023;418800
cell0015;1800;03/09/2023;466700
cell0015;1800;04/09/2023;261500
cell0015;1800;05/09/2023;243800
cell0015;1800;06/09/2023;112500
cell0015;1800;07/09/2023;200000
cell0015;1800;08/09/2023;225000
cell0015;1800;09/09/2023;162500
cell0015;1800;10/09/2023;325000
cell0015;1800;11/09/2023;147800
cell0015;1800;12/09/2023;90800
cell0015;1800;13/09/2023;94100
cell0015;1800;14/09/2023;165500
cell0015;1800;15/09/2023;173900
cell0015;1800;16/09/2023;164400
cell0015;1800;17/09/2023;138100
cell0015;1800;18/09/2023;108000
cell0015;1800;19/09/2023;149300
cell0015;1800;20/09/2023;121500
cell0015;1800;21/09/2023;230600
cell0015;1800;22/09/2023;187500
cell0015;1800;23/09/2023;177300
cell0015;1800;24/09/2023;189900
cell0015;1800;25/09/2023;214300
cell0015;1800;26/09/2023;212500
cell0015;1800;27/09/2023;198100
cell0015;1800;28/09/2023;187500
cell0015;1800;29/09/2023;178700
cell0015;1800;30/09/2023;184100
cell0015;1800;01/10/2023;157600
cell0015;1800;02/10/2023;123600
cell0015;1800;03/10/2023;133300
cell0015;1800;04/10/2023;145200
cell0015;1800;05/10/2023;164100
cell0015;1800;06/10/2023;164800
cell0015;1800;07/10/2023;166800
cell0015;1800;08/10/2023;289600
cell0015;1800;09/10/2023;249000
cell0015;1800;10/10/2023;240000
cell0015;1800;11/10/2023;361500
cell0015;1800;12/10/2023;289400
cell0015;1800;13/10/2023;112500
cell0015;1800;14/10/2023;116700
cell0015;1800;15/10/2023;215000
cell0015;1800;16/10/2023;262500
cell0015;1800;17/10/2023;205000
cell0015;1800;18/10/2023;187500
cell0015;1800;19/10/2023;409700
cell0015;1800;20/10/2023;422200
cell0015;1800;21/10/2023;500001
cell0015;1800;22/10/2023;334600
cell0015;1800;23/10/2023;187500
cell0015;1800;24/10/2023;67500
cell0015;1800;25/10/2023;98500
cell0015;1800;26/10/2023;71300
cell0015;1800;27/10/2023;90300
cell0015;1800;28/10/2023;112500
cell0015;1800;29/10/2023;75300
cell0015;1800;30/10/2023;97400
cell0015;1800;31/10/2023;81900
cell0015;1800;01/11/2023;85100
cell0015;1800;02/11/2023;137000
cell0015;1800;03/11/2023;122300
cell0015;1800;04/11/2023;152800
cell0015;1800;05/11/2023;169300
cell0015;1800;06/11/2023;500001
cell0015;1800;07/11/2023;159900
cell0015;1800;08/11/2023;117500
cell0015;1800;09/11/2023;279900
cell0015;1800;10/11/2023;260900
cell0015;1800;11/11/2023;175900
cell0015;1800;12/11/2023;165100
cell0015;1800;13/11/2023;162000
cell0015;1800;14/11/2023;182800
cell0015;1800;15/11/2023;162300
cell0015;1800;16/11/2023;204000
cell0015;1800;17/11/2023;179500
cell0015;1800;18/11/2023;198500
cell0015;1800;19/11/2023;217100
cell0015;1800;20/11/2023;140400
cell0015;1800;21/11/2023;210000
cell0015;1800;22/11/2023;200600
cell0015;1800;23/11/2023;87500
cell0015;1800;24/11/2023;158900
cell0015;1800;25/11/2023;67500
cell0015;1800;26/11/2023;408500
cell0015;1800;27/11/2023;459600
cell0015;1800;28/11/2023;284700
cell0015;1800;29/11/2023;274000
cell0015;1800;30/11/2023;500001
cell0015;1800;01/12/2023;432400
cell0015;1800;02/12/2023;452800
cell0015;1800;03/12/2023;320800
cell0015;1800;04/12/2023;255200
cell0015;1800;05/12/2023;97700
cell0015;1800;06/12/2023;126500
cell0015;1800;07/12/2023;84700
cell0015;1800;08/12/2023;72500
cell0015;1800;09/12/2023;72800
cell0015;1800;10/12/2023;102700
cell0015;1800;11/12/2023;117600
cell0015;1800;12/12/2023;134600
cell0015;1800;13/12/2023;117800
cell0015;1800;14/12/2023;152400
cell0015;1800;15/12/2023;381800
cell0015;1800;16/12/2023;143000
cell0015;1800;17/12/2023;83500
cell0015;1800;18/12/2023;136400
cell0015;1800;19/12/2023;187500
cell0015;1800;20/12/2023;296100
cell0015;1800;21/12/2023;314400
cell0015;1800;22/12/2023;209700
cell0015;1800;23/12/2023;267400
cell0015;1800;24/12/2023;272400
cell0015;1800;25/12/2023;417500
cell0015;1800;26/12/2023;172000
cell0015;1800;27/12/2023;197100
cell0015;1800;28/12/2023;169800
cell0015;1800;29/12/2023;192900
cell0015;1800;30/12/2023;204000
cell0015;1800;31/12/2023;208200
cell0015;1800;01/01/2024;207000
cell0015;1800;02/01/2024;166300
cell0015;1800;03/01/2024;235100
cell0015;1800;04/01/2024;238400
cell0015;1800;05/01/2024;140600
cell0015;1800;06/01/2024;500001
cell0015;1800;07/01/2024;162500
cell0015;1800;08/01/2024;500001
cell0015;1800;09/01/2024;411600
cell0015;1800;10/01/2024;258300
cell0015;1800;11/01/2024;482700
cell0015;1800;12/01/2024;118500
cell0015;1800;13/01/2024;92200
cell0015;1800;14/01/2024;101900
cell0015;1800;15/01/2024;92500
cell0015;1800;16/01/2024;230900
cell0015;1800;17/01/2024;137200
cell0015;1800;18/01/2024;173200
cell0015;1800;19/01/2024;144800
cell0015;1800;20/01/2024;160000
cell0015;1800;21/01/2024;126700
cell0015;1800;22/01/2024;113900
cell0015;1800;23/01/2024;173400
cell0015;1800;24/01/2024;153200
cell0015;1800;25/01/2024;161300
cell0015;1800;26/01/2024;110100
cell0015;1800;27/01/2024;98600
cell0015;1800;28/01/2024;83300
